Unnamed: 0,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
1,100409,Ian Stanley,,2016-11-26 16:41:34,2016-11-26 16:41:34,"Ian, aged 94, was found disoriented at the local train station. Concerned, staff escorted him to a nearby shelter, ensuring he avoids venturing near the ocean.",100,1,131141,"Ian is safe and well, receiving appropriate support and care.",,,100,2,,,Ian understands the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,"shelter,train station,ocean",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100410,Ian Stanley,,2017-04-16 07:09:34,2017-04-18 07:09:34,,2,1,356988,Ian is well and safe; no history of victimization.,,,100,1,,,Ian consented to database input for support reasons.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100411,Damien Phillips,No consent was given for information to be shared.,2017-09-15 18:08:34,2017-09-17 18:08:34,"Ian, age 94, expressed interest in starting a new life after a conversation with his friend. Despite living independently, his grandfather Victor Murphy remains concerned.",1,1,979812,Ian is living independently and not facing any current threats.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,[Ian] unhappy with information shared without his consent.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,friend,Victor Murphy,interested in starting new life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100412,Claire Stephens,Unable to locate,2017-10-27 17:46:34,2017-10-28 13:09:34,,1,1,980420,Ian is currently safe and being monitored for wellbeing.,Unable to locate,Unable to locate,100,2,,,Ian unable to consent due to circumstances beyond his control.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,100413,Ian Stanley,,2018-03-26 07:08:34,2018-03-26 07:08:34,,2,1,991368,Ian is in good health and receiving appropriate support services.,,,100,2,,,[Ian] aware of situation and consents to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,100414,Ian Stanley,,2018-08-27 19:35:34,2018-08-28 16:47:34,"Ian was concerned about feeling lost, stuck near the train station, when Ryan found him near a storm drain.",100,1,993602,Ian is doing well and is not a victim or perpetrator.,,,100,1,,,[Ian] understood the situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,"train station,storm drain",Ryan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,100415,Damien Phillips,Unable to locate,2018-09-12 19:18:34,2018-09-13 16:29:34,,1,1,997596,"Ian is currently safe and well, requiring no intervention.",Unable to locate,Unable to locate,100,2,,,[Ian] unable to provide consent for database input.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,100416,Ian Stanley,,2018-11-30 18:20:34,2018-12-02 18:20:34,Ian involved in travel boating.,100,1,998298,Ian is well and consented to record details for care.,,,100,2,,,Ian consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,possible boating incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,100417,Claire Stephens,Would not engage with police,2019-05-19 06:34:34,2019-05-20 04:24:34,,4,1,999866,Ian is currently safe and does not wish to engage.,Would not engage with police,Would not engage with police,100,2,,,Ian declined police involvement and did not consent to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,100418,Ian Stanley,,2019-10-07 01:00:34,2019-10-09 01:00:34,"Ian, age 94, spoke to Claire about his interest in starting a new life with his grandmother Leanne Johnson.",4,1,999910,Ian is stable and receiving appropriate support for his needs.,,,100,1,,,Ian understands the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,,Claire,,Leanne Johnson,interested in starting new life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,100419,Ryan Williams,,2020-01-17 19:33:34,2020-01-17 19:33:34,Ian found at train station.,100,1,999941,"Ian is safe and well, with full consent for data.",,,100,1,,,Ian provided consent for database entry and understands situation.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,train station,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,100420,Donald Nicholls,Unable to locate,2020-04-01 18:48:34,2020-04-03 17:01:34,Ian found struggling to cope by the ocean.,2,1,999951,Ian's wellbeing status is currently under assessment for care needs.,Unable to locate,Unable to locate,100,1,,,[Ian] unable to provide consent for database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Ian,Stanley,,2016-04-26 19:25:34,Newcastle-upon-Tyne,English,1,Not Known,,White English,Male,,N,N,5179,,,ocean,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100421,Valerie Barton,Would not engage with police,2024-02-26 02:16:43,2024-02-28 02:16:43,,4,1,208003,Aimee is currently not engaging with law enforcement services.,Would not engage with police,Would not engage with police,100,1,,,"Aimee unwilling to engage, prefers not to share information.",,28-Nov-2022 14:48:11.000Z[UTC],Aimee,Wright,,2023-11-04 10:13:43,Glasgow,French,1,Not Known,,White other,Female,Shirley,N,N,2738,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100422,Linda Parkin,,2024-08-10 06:32:43,2024-08-10 06:32:43,Aimee met Yvonne at a ski resort.,4,1,844182,Aimee is healthy and thriving in her current environment.,,,100,2,,,Aimee consented to information sharing for support purposes.,,28-Nov-2022 14:48:11.000Z[UTC],Aimee,Wright,,2023-11-04 10:13:43,Glasgow,French,1,Not Known,,White other,Female,Shirley,N,N,2738,,,ski resort,Yvonne,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100423,Sian Thompson,No consent was given for information to be shared.,2024-10-02 06:43:43,2024-10-02 06:43:43,,1,1,967498,Aimee is not a victim and is currently safe.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Aimee disagrees with sharing her information without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Aimee,Wright,,2023-11-04 10:13:43,Glasgow,French,1,Not Known,,White other,Female,Shirley,N,N,2738,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100424,Aimee Wright,,2025-02-11 12:37:43,2025-02-11 12:37:43,Aimee met a new partner at a mountain ski resort café.,4,1,973285,Aimee is managing her situation with support and supervision.,,,100,2,,,"Aimee consented to input, acknowledges past incidents with perpetrator.",,28-Nov-2022 14:48:11.000Z[UTC],Aimee,Wright,,2023-11-04 10:13:43,Glasgow,French,1,Not Known,,White other,Female,Shirley,N,Y,2738,,,"mountain,café,ski resort",,,,new romantic partner unknown to others,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100425,Daniel Ali,No consent was given for information to be shared.,2018-05-19 20:30:58,2018-05-19 20:30:58,,1,1,403999,Lynne is under care and requires support due to dementia.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Lynne unable to consent due to cognitive impairment from dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Lynne,Pearce,Robertson,2018-01-14 08:34:58,Colchester,Polish,1,Yes (please specify),Dementia,Asian other,Female,,N,N,5942,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,100426,Lynne Pearce,,2018-10-04 10:37:58,2018-10-04 10:37:58,"Lynne, 81 and living with dementia, left home following an argument, raising concerns about her wellbeing and potential vulnerability.",100,1,849856,Lynne requires support due to her dementia condition.,,,100,2,,,Lynne acknowledges consent but struggles to fully comprehend details.,,28-Nov-2022 14:48:11.000Z[UTC],Lynne,Pearce,Robertson,2018-01-14 08:34:58,Colchester,Polish,1,Yes (please specify),Dementia,Asian other,Female,,N,N,5942,,,,,,,left home during argument,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,100427,Lucy Richardson,,2017-04-24 00:24:49,2017-04-24 00:24:49,"Lucy was last seen at a truck stop near the ocean, missing after a night out amidst child custody issues.",1,1,168853,Lucy is managing her hearing impairment with appropriate support.,,,100,1,,,Lucy understood and consented to database entry despite hearing impairment.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,"truck stop,ocean,child",,,,missing after night out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,100428,Wayne Atkinson,Unable to locate,2017-08-28 11:22:49,2017-08-28 11:22:49,Lucy was last seen with brother at truck stop near the ocean.,1,1,318799,Lucy requires support for her hearing impairment and well-being.,Unable to locate,Unable to locate,100,1,,,Lucy unable to provide consent due to hearing impairment.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,"truck stop,ocean",,brother,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,100429,Wayne Atkinson,Unable to locate,2017-09-11 12:09:49,2017-09-11 12:09:49,"Lucy embarked on a religious pilgrimage to a remote cabin, facing challenges due to her hearing impairment.",2,1,556304,Lucy is currently facing challenges due to hearing impairment.,Unable to locate,Unable to locate,100,2,,,Lucy unable to provide consent due to hearing impairment.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,remote cabin,,,,religious or spiritual pilgrimage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,100430,Lucy Richardson,,2017-12-06 02:32:49,2017-12-06 02:32:49,Lucy struggles with addiction at EH8 8BH.,4,1,977863,Lucy is currently safe and managing her hearing impairment.,,,100,2,,,Lucy understands the situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,EH8 8BH,,,,,concerns over addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
4,100431,Lucy Richardson,,2018-01-13 18:50:49,2018-01-15 18:50:49,,1,1,992012,Lucy requires support due to her hearing impairment.,,,100,2,,,Lucy understood situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,100432,Carly Marsden,No consent was given for information to be shared.,2018-05-27 17:59:49,2018-05-27 17:59:49,,1,1,992225,Lucy has a hearing impairment and no consent to share.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Lucy unhappy with sharing information without her consent.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,100433,Wayne Atkinson,,2018-10-16 01:13:49,2018-10-16 01:13:49,,1,1,992368,Lucy is well and receives support for her hearing impairment.,,,100,2,,,Lucy understands situation but faces challenges due to hearing impairment.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,N,N,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,100434,Gordon Whitehead,No consent was given for information to be shared.,2019-03-29 15:32:49,2019-03-29 15:32:49,,1,1,995120,Lucy is supported despite challenges and has no consent.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Lucy felt her privacy was compromised without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,N,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,100435,Carly Marsden,,2019-09-17 13:42:49,2019-09-17 13:42:49,Lucy struggles with hearing loss.,4,1,998623,"Lucy is safe and supported, managing her hearing impairment.",,,100,1,,,Lucy acknowledged consent for database entry regarding her situation.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,N,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,100436,Gordon Whitehead,No consent was given for information to be shared.,2020-02-06 12:55:49,2020-02-07 16:21:49,,4,1,999426,Lucy is a vulnerable individual needing support and protection.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,"Lucy confused about situation, did not consent to sharing.",,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,N,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,100437,Lucy Richardson,,2020-02-27 19:59:49,2020-02-27 19:59:49,,4,1,999509,Lucy is currently safe and receiving necessary support services.,,,100,2,,,"Lucy aware of situation, consents to database input despite impairment.",,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,Y,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11,100438,Carly Marsden,Unable to locate,2020-03-25 20:17:49,2020-03-25 20:17:49,,1,1,999676,Lucy is experiencing ongoing safety concerns and support needs.,Unable to locate,Unable to locate,100,2,,,Lucy feels vulnerable and struggles to communicate effectively.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,Y,1727,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,100439,Lucy Richardson,,2020-05-22 08:46:49,2020-05-22 08:46:49,,1,1,999718,Lucy is receiving support for her ongoing safety concerns.,,,100,2,,,Lucy acknowledges her situation and supports information sharing.,,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,Y,1727,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,100440,Lucy Richardson,,2020-09-16 15:25:49,2020-09-16 15:25:49,,4,1,999719,Lucy is supported and receiving assistance for her hearing impairment.,,,100,1,,,"Lucy aware of situation, consented to database inclusion.",,28-Nov-2022 14:48:11.000Z[UTC],Lucy,Richardson,,2017-01-15 18:15:49,Edinburgh,English,1,Yes (please specify),Hearing Impairment,White Scottish,Female,,Y,Y,1727,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,100441,Nathan Price,,2015-06-01 16:10:29,2015-06-03 16:10:29,,2,1,68699,Nathan requires ongoing support due to his dementia condition.,,,100,1,,,Nathan consented to database input despite his dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,100442,Nathan Price,,2015-09-17 04:32:29,2015-09-19 04:32:29,"Nathan, believed to be homeless, was last seen near a train by the river with son Justin Price.",100,1,262839,Nathan displays symptoms consistent with dementia but is well cared for.,,,100,2,,,Nathan acknowledged consent but struggles to comprehend details.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,"train,river",,,son Justin Price,believed to be homeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,100443,Katy Bell,No consent was given for information to be shared.,2015-12-16 03:47:29,2015-12-18 03:47:29,,1,1,384920,Nathan is receiving appropriate care for his dementia condition.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Nathan unable to consent; lacks understanding due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100444,Leah Evans,No consent was given for information to be shared.,2016-01-09 09:22:29,2016-01-09 09:22:29,,1,1,665619,Nathan is experiencing cognitive decline due to dementia.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Nathan not aware of database input due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4,100445,Leah Evans,Unable to locate,2016-02-03 00:20:29,2016-02-05 00:20:29,,100,1,874457,Nathan requires support due to his dementia and needs assistance.,Unable to locate,Unable to locate,100,2,,,Nathan unable to understand situation due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5,100446,Nathan Price,,2016-03-22 18:56:29,2016-03-22 21:43:29,Nathan's sudden conversion on train,2,1,979363,Nathan is receiving appropriate support for his dementia care.,,,100,2,,,"Nathan understands situation, but struggles with memory due to dementia.",,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,train,,,,sudden religious conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,100447,Nathan Price,,2016-04-17 07:37:29,2016-04-17 07:37:29,"Nathan, aged 83, showed signs of confusion possibly due to dementia complications.",4,1,987751,Nathan is receiving appropriate support for his dementia care.,,,100,1,,,Nathan consented to database input despite dementia limitations.,,28-Nov-2022 14:48:11.000Z[UTC],Nathan,Price,,2015-05-17 22:54:29,Aberdeen,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,3827,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,100448,Gary Green,Unable to locate,2022-06-06 08:38:22,2022-06-08 08:38:22,,1,1,577661,Harry is a repeated victim and requires immediate support services.,Unable to locate,Unable to locate,100,2,Harry felt distrustful towards the police and their intentions.,"The parents may have had a protective attitude towards their children, emphasizing caution when interacting with the police.",Harry uncertain about situation; consent not obtained.,,28-Nov-2022 14:48:11.000Z[UTC],Harry,Green,,2022-01-15 19:09:22,Ely,English,1,No,,White English,Male,Repellendus,Y,N,422,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100449,Gary Green,Would not engage with police,2022-07-18 08:10:22,2022-07-18 08:10:22,,4,1,956684,Harry is currently safe but reluctant to engage with authorities.,Would not engage with police,Would not engage with police,100,1,Harry felt distrustful towards the police and refused to engage with them.,"The parents may have exhibited a similar distrust towards the police, possibly influenced by their own experiences or perceptions of law enforcement.",Harry declined police assistance and does not consent to record.,,28-Nov-2022 14:48:11.000Z[UTC],Harry,Green,,2022-01-15 19:09:22,Ely,English,1,No,,White English,Male,Repellendus,Y,N,422,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
